instance_id,pose_label,left_finger_state_0,left_finger_state_1,left_finger_state_2,left_finger_state_3,left_finger_state_4,right_finger_state_0,right_finger_state_1,right_finger_state_2,right_finger_state_3,right_finger_state_4,motion_x_start,motion_y_start,motion_x_mid,motion_y_mid,motion_x_end,motion_y_end,main_axis_x,main_axis_y,delta_x,delta_y
62,truntffthusasdfsad,0,0,0,0,0,1,1,0,0,0,0.6016037464141846,0.8189966678619385,0.7165375550587972,0.7739604314168295,0.8513340055942535,0.8107330501079559,1,0,0.24973025918006897,0.0
63,truntffthusasdfsad,0,0,0,0,0,0,1,0,0,0,0.8479966223239899,0.8194032311439514,0.7322315772374471,0.8107466300328573,0.6138928830623627,0.8541840016841888,1,0,-0.2341037392616272,0.0
64,trungthuclellelelele,0,0,0,0,0,1,1,1,1,1,0.7876767814159393,0.6651426553726196,0.6657731334368387,0.6645059386889139,0.818613737821579,0.7078299820423126,0,1,0.0,0.04268732666969299
65,trungthuclellelelele,0,0,0,0,0,0,1,0,0,0,0.821183055639267,0.7149807810783386,0.7002232074737549,0.6884751121203104,0.631694883108139,0.7148123979568481,1,0,-0.18948817253112793,0.0
66,trungthuclellelelele,0,0,0,0,0,1,1,0,0,0,0.6284956932067871,0.7232006192207336,0.6952102581659952,0.7140807310740153,0.7823827266693115,0.7462778985500336,1,0,0.15388703346252441,0.0
67,trungthuclellelelele,0,0,0,0,0,0,1,0,0,0,0.7840356528759003,0.7484705448150635,0.6582546234130859,0.7032767335573832,0.5810621082782745,0.7182062268257141,1,0,-0.20297354459762573,0.0
68,trungthuclellelelele,0,0,0,0,0,1,1,0,0,0,0.5831449031829834,0.7242984771728516,0.6388723254203796,0.692611575126648,0.758317619562149,0.7388645708560944,1,0,0.17517271637916565,0.0
69,trungthuclellelelele,0,0,0,0,0,0,1,0,0,0,0.758610188961029,0.7446399629116058,0.6898043950398763,0.7268423835436503,0.6326618790626526,0.7634567022323608,1,0,-0.12594830989837646,0.0
70,trungthuclellelelele,1,0,0,0,0,1,1,0,0,0,0.6288626790046692,0.7609806060791016,0.7063311338424683,0.7357548077901205,0.737140417098999,0.7399925291538239,1,0,0.10827773809432983,0.0
71,trungthuclellelelele,1,0,0,0,0,1,1,0,0,0,0.7640605270862579,0.7200521230697632,0.7670491139094034,0.7138786514600118,0.7638716399669647,0.7108654677867889,0,1,0.0,-0.009186655282974243
72,slideshow,0,0,0,0,0,1,1,1,1,1,0.910092830657959,0.7550975978374481,0.8867767651875814,0.754806121190389,0.6536620557308197,0.8078453242778778,1,0,-0.2564307749271393,0.0
73,slideshow,0,0,0,0,0,1,1,0,0,0,0.6667719781398773,0.8014306426048279,0.7848562399546305,0.7965083916982015,0.888778030872345,0.8325188755989075,1,0,0.22200605273246765,0.0
74,slideshow,0,0,0,0,0,0,1,0,0,0,0.8928566873073578,0.8284927904605865,0.7190191348393759,0.8161835074424744,0.6737931072711945,0.8292734622955322,1,0,-0.21906358003616333,0.0
75,slideshow,0,0,0,0,0,1,1,0,0,0,0.6818304657936096,0.8251361846923828,0.7381221254666647,0.8132935365041097,0.880186527967453,0.8342396318912506,1,0,0.19835606217384338,0.0
76,junthut112221,1,1,0,0,0,1,1,0,0,0,0.8338949382305145,0.8585826754570007,0.8279329737027487,0.8570465246836344,0.8316029012203217,0.848305881023407,0,1,0.0,-0.01027679443359375
77,junthut112221,1,0,0,0,0,1,0,0,0,0,0.8236613273620605,0.8395071923732758,0.8096022804578146,0.8249354163805643,0.807804137468338,0.8339685499668121,1,0,-0.015857189893722534,0.0
78,junthuttttttt,1,0,0,0,0,1,1,1,1,1,0.8065664172172546,0.8585062026977539,0.6855724453926086,0.8924742738405863,0.8164415061473846,0.9217720329761505,0,1,0.0,0.0632658302783966
79,junthutlereeesasdf,0,0,0,0,0,0,1,0,0,0,0.8993630111217499,0.898220419883728,0.8562713066736857,0.8651929100354513,0.861888200044632,0.8561636805534363,0,1,0.0,-0.04205673933029175
80,junthutlereeesasdf,1,0,0,0,0,1,1,1,1,1,0.756513774394989,0.8435291051864624,0.7333056131998698,0.8369917074839274,0.8125129044055939,0.8350783884525299,1,0,0.05599913001060486,0.0
81,junthutlereeesasdf,1,0,0,0,0,0,1,0,0,0,0.8185003995895386,0.8365300595760345,0.7124945322672526,0.869437595208486,0.6988537013530731,0.8661118447780609,1,0,-0.11964669823646545,0.0
82,junthutlereeesasdf,1,0,0,0,0,0,1,0,0,0,0.699211597442627,0.8641972541809082,0.7969509363174438,0.8129940629005432,0.8258682787418365,0.8276913464069366,1,0,0.1266566812992096,0.0
83,junthutttlleee,1,0,0,0,0,1,1,1,1,1,0.832637757062912,0.8348750472068787,0.652843197186788,0.8382842540740967,0.7831420302391052,0.8767639398574829,1,0,-0.04949572682380676,0.0
84,junthutttlleee,1,0,0,0,0,0,1,0,0,0,0.787992537021637,0.8785411715507507,0.7427449822425842,0.8554000655810038,0.7206150889396667,0.8741180300712585,1,0,-0.06737744808197021,0.0
85,junthutttlleee,0,0,0,0,0,1,1,0,0,0,0.7088955640792847,0.8853206932544708,0.732827345530192,0.8744349280993143,0.7506188452243805,0.8966308236122131,1,0,0.041723281145095825,0.0
86,junthutttlleee,1,0,0,0,0,0,1,0,0,0,0.7536092400550842,0.8870859742164612,0.7218719124794006,0.8717743953069051,0.7196453511714935,0.8963203728199005,1,0,-0.0339638888835907,0.0
87,junthutttlleee,1,0,0,0,0,1,1,0,0,0,0.7163805365562439,0.9018462300300598,0.7395607630411783,0.858424703280131,0.7914745509624481,0.8466499447822571,1,0,0.07509401440620422,0.0
